Timestamp,Power (mW),Bus Voltage (V),Load Voltage (V),Current (mA)
22:47:42.249,0.00,4.98,4.98,-0.20
22:47:42.253,0.00,4.99,4.99,-0.20
22:47:42.256,0.00,5.00,5.00,-0.50
22:47:42.259,4.00,4.98,4.98,-0.40
22:47:42.263,0.00,4.99,4.99,-0.30
22:47:42.266,0.00,4.99,4.99,0.00
22:47:42.269,0.00,4.99,4.99,-0.30
22:47:42.273,0.00,4.98,4.98,0.00
22:47:42.276,0.00,5.00,5.00,-0.40
22:47:42.280,0.00,4.99,4.99,-0.20
22:47:42.283,0.00,4.99,4.99,0.10
22:47:42.286,0.00,4.99,4.99,-0.10
22:47:42.290,0.00,4.99,4.99,-0.20
22:47:42.293,0.00,4.98,4.98,-0.30
22:47:42.296,0.00,4.97,4.97,0.00
22:47:42.300,0.00,4.99,4.99,-0.20
22:47:42.303,0.00,5.00,5.00,0.10
22:47:42.307,0.00,4.98,4.98,-0.10
22:47:42.310,0.00,4.99,4.99,-0.20
22:47:42.313,0.00,4.99,4.99,-0.40
22:47:42.317,0.00,4.99,4.99,-0.20
22:47:42.320,0.00,4.98,4.98,-0.20
22:47:42.324,0.00,4.99,4.99,-0.40
22:47:42.327,0.00,4.99,4.99,-0.40
22:47:42.345,4.00,4.99,4.99,-0.40
22:47:42.348,0.00,4.98,4.98,-0.10
22:47:42.352,0.00,4.99,4.99,-0.10
22:47:42.355,0.00,5.00,5.00,-0.30
22:47:42.358,0.00,4.98,4.98,-0.20
22:47:42.362,0.00,4.99,4.99,-0.30
22:47:42.365,0.00,4.99,4.99,0.10
22:47:42.368,4.00,4.98,4.98,-0.40
22:47:42.372,0.00,4.99,4.99,-0.20
22:47:42.375,0.00,4.99,4.99,-0.30
22:47:42.379,0.00,5.00,5.00,-0.20
22:47:42.382,4.00,4.98,4.98,-0.50
22:47:42.385,0.00,4.99,4.99,0.00
22:47:42.389,0.00,4.99,4.99,-0.20
22:47:42.392,0.00,4.98,4.98,-0.10
22:47:42.395,0.00,4.99,4.99,-0.20
22:47:42.399,0.00,4.99,4.99,-0.30
22:47:42.402,0.00,5.00,5.00,-0.30
22:47:42.406,0.00,4.98,4.98,-0.20
22:47:42.409,0.00,4.99,4.99,-0.10
22:47:42.412,0.00,4.99,4.99,-0.30
22:47:42.416,0.00,4.99,4.99,-0.10
22:47:42.419,0.00,4.99,4.99,0.10
22:47:42.422,4.00,4.99,4.99,-0.30
22:47:42.426,0.00,4.99,4.99,-0.30
22:47:42.429,4.00,4.98,4.98,-0.40
22:47:42.433,4.00,4.99,4.99,-0.40
22:47:42.436,0.00,4.99,4.99,-0.20
22:47:42.439,0.00,4.99,4.99,-0.30
22:47:42.443,0.00,4.99,4.99,-0.10
22:47:42.446,0.00,4.99,4.99,-0.20
22:47:42.449,0.00,4.99,4.99,-0.30
22:47:42.453,0.00,4.98,4.98,-0.30
22:47:42.456,0.00,4.99,4.99,0.00
22:47:42.460,0.00,4.99,4.99,-0.10
22:47:42.463,4.00,4.99,4.99,-0.40
22:47:42.466,0.00,4.99,4.99,-0.20
22:47:42.470,4.00,4.99,4.99,-0.30
22:47:42.473,0.00,5.00,5.00,-0.20
22:47:42.477,4.00,4.98,4.98,-0.40
22:47:42.480,4.00,4.99,4.99,-0.10
22:47:42.483,0.00,4.99,4.99,-0.10
22:47:42.487,0.00,4.99,4.99,-0.20
22:47:42.490,0.00,4.99,4.99,-0.30
22:47:42.493,4.00,4.99,4.99,-0.20
22:47:42.497,0.00,4.99,4.99,-0.30
22:47:42.500,4.00,4.97,4.97,-0.40
22:47:42.504,0.00,4.99,4.99,-0.40
22:47:42.507,0.00,4.99,4.99,-0.40
22:47:42.510,4.00,4.99,4.99,-0.40
22:47:42.527,0.00,4.99,4.99,-0.20
22:47:42.530,0.00,4.99,4.99,-0.20
22:47:42.534,0.00,4.99,4.99,-0.40
22:47:42.537,0.00,4.98,4.98,-0.30
22:47:42.541,0.00,4.98,4.98,-0.20
22:47:42.544,0.00,4.99,4.99,-0.20
22:47:42.547,0.00,4.99,4.99,-0.20
22:47:42.551,0.00,4.98,4.98,-0.20
22:47:42.554,0.00,5.00,5.00,-0.30
22:47:42.557,0.00,4.99,4.99,-0.30
22:47:42.561,4.00,4.99,4.99,-0.40
22:47:42.564,0.00,4.99,4.99,-0.20
22:47:42.568,4.00,4.98,4.98,0.10
22:47:42.571,0.00,4.99,4.99,-0.10
22:47:42.574,0.00,4.98,4.98,-0.10
22:47:42.578,0.00,4.99,4.99,-0.30
22:47:42.581,0.00,4.99,4.99,-0.10
22:47:42.585,0.00,4.98,4.98,-0.10
22:47:42.588,0.00,4.99,4.99,0.00
22:47:42.591,4.00,4.99,4.99,-0.30
22:47:42.595,0.00,5.00,5.00,-0.30
22:47:42.598,0.00,4.98,4.98,-0.10
22:47:42.601,4.00,4.97,4.97,-0.30
22:47:42.605,0.00,4.99,4.99,-0.30
22:47:42.608,4.00,4.98,4.98,-0.40
22:47:42.612,0.00,4.99,4.99,-0.20
22:47:42.615,0.00,4.99,4.99,-0.40
22:47:42.618,0.00,5.00,5.00,-0.10
22:47:42.622,0.00,4.98,4.98,-0.20
22:47:42.625,0.00,4.99,4.99,-0.10
22:47:42.628,0.00,4.99,4.99,-0.20
22:47:42.632,0.00,4.99,4.99,-0.10
22:47:42.635,0.00,5.00,5.00,0.00
22:47:42.639,4.00,4.99,4.99,-0.40
22:47:42.642,0.00,5.00,5.00,-0.10
22:47:42.645,0.00,4.98,4.98,-0.10
22:47:42.649,4.00,4.99,4.99,0.00
22:47:42.652,0.00,4.99,4.99,-0.40
22:47:42.656,0.00,4.99,4.99,-0.10
22:47:42.659,0.00,5.00,5.00,-0.10
22:47:42.662,0.00,4.99,4.99,-0.40
22:47:42.666,0.00,4.99,4.99,-0.30
22:47:42.669,0.00,4.98,4.98,-0.30
22:47:42.672,0.00,4.99,4.99,-0.20
22:47:42.676,0.00,5.00,5.00,-0.10
22:47:42.679,0.00,4.99,4.99,-0.30
22:47:42.683,4.00,4.99,4.99,-0.40
22:47:42.686,0.00,4.99,4.99,-0.20
22:47:42.689,0.00,4.99,4.99,-0.20
22:47:42.693,4.00,4.98,4.98,-0.40
