Timestamp,Power (mW),Bus Voltage (V),Load Voltage (V),Current (mA)
21.47.15.586,312.00,4.80,4.80,65.10
21.47.15.599,314.00,4.80,4.81,65.20
21.47.15.612,314.00,4.80,4.81,65.20
21.47.15.625,312.00,4.79,4.79,66.00
21.47.15.638,314.00,4.80,4.81,65.20
21.47.15.651,312.00,4.80,4.81,65.10
21.47.15.664,312.00,4.80,4.80,65.20
21.47.15.677,312.00,4.80,4.81,65.10
21.47.15.690,312.00,4.79,4.80,65.20
21.47.15.703,312.00,4.78,4.79,65.20
21.47.15.716,312.00,4.79,4.80,65.30
21.47.15.729,312.00,4.79,4.79,65.00
21.47.15.742,312.00,4.79,4.80,65.30
21.47.15.755,312.00,4.79,4.80,65.10
21.47.15.768,312.00,4.78,4.79,65.30
21.47.15.781,312.00,4.79,4.80,65.20
21.47.15.794,298.00,4.79,4.80,65.10
21.47.15.807,312.00,4.80,4.81,65.30
21.47.15.820,314.00,4.80,4.81,65.40
21.47.15.846,314.00,4.80,4.81,65.40
21.47.15.859,314.00,4.80,4.81,65.40
21.47.15.872,314.00,4.80,4.81,65.50
21.47.15.885,312.00,4.80,4.80,65.10
21.47.15.898,314.00,4.80,4.81,62.50
21.47.15.911,312.00,4.80,4.81,65.10
21.47.15.924,314.00,4.79,4.80,65.30
21.47.15.937,314.00,4.80,4.81,65.20
21.47.15.950,314.00,4.80,4.81,65.40
21.47.15.963,312.00,4.79,4.80,65.20
21.47.15.976,314.00,4.80,4.81,65.20
21.47.15.989,314.00,4.80,4.80,65.50
21.47.16.002,312.00,4.78,4.79,65.40
21.47.16.015,312.00,4.79,4.80,65.20
21.47.16.028,312.00,4.78,4.79,65.30
21.47.16.041,312.00,4.79,4.80,65.10
21.47.16.054,312.00,4.79,4.80,65.20
21.47.16.067,312.00,4.78,4.79,65.00
21.47.16.080,312.00,4.79,4.80,65.30
21.47.16.093,314.00,4.79,4.79,65.30
21.47.16.106,314.00,4.79,4.80,65.40
21.47.16.119,314.00,4.81,4.81,65.40
21.47.16.132,314.00,4.80,4.81,65.20
21.47.16.145,312.00,4.80,4.80,65.20
21.47.16.158,314.00,4.80,4.81,65.40
21.47.16.171,314.00,4.80,4.81,65.30
21.47.16.184,312.00,4.80,4.80,65.10
21.47.16.197,314.00,4.80,4.81,65.10
21.47.16.210,314.00,4.80,4.81,65.20
21.47.16.223,312.00,4.79,4.80,64.60
21.47.16.236,314.00,4.80,4.81,65.20
21.47.16.249,314.00,4.80,4.80,65.50
21.47.16.262,314.00,4.80,4.81,65.30
21.47.16.275,314.00,4.80,4.81,65.40
21.47.16.288,312.00,4.80,4.80,65.20
21.47.16.301,312.00,4.80,4.81,65.10
21.47.16.314,314.00,4.80,4.81,65.30
21.47.16.327,312.00,4.80,4.80,65.20
21.47.16.340,312.00,4.80,4.81,65.30
21.47.16.353,314.00,4.81,4.81,65.20
21.47.16.366,312.00,4.79,4.80,65.30
21.47.16.379,312.00,4.80,4.81,65.10
21.47.16.392,312.00,4.80,4.81,65.40
21.47.16.405,314.00,4.80,4.80,65.40
21.47.16.418,314.00,4.80,4.81,65.30
21.47.16.431,314.00,4.80,4.81,65.50
21.47.16.444,314.00,4.80,4.80,65.30
21.47.16.457,312.00,4.80,4.81,65.00
21.47.16.470,314.00,4.80,4.81,65.40
21.47.16.483,312.00,4.80,4.81,65.10
21.47.16.510,314.00,4.79,4.79,65.40
21.47.16.523,314.00,4.80,4.80,65.50
21.47.16.536,312.00,4.80,4.81,65.10
21.47.16.549,314.00,4.80,4.80,65.30
21.47.16.562,314.00,4.80,4.80,65.30
21.47.16.575,314.00,4.80,4.81,65.40
21.47.16.588,312.00,4.79,4.80,65.10
21.47.16.601,312.00,4.80,4.81,65.30
21.47.16.614,302.00,4.79,4.80,62.80
21.47.16.627,314.00,4.79,4.80,65.30
21.47.16.640,314.00,4.80,4.81,65.30
21.47.16.653,314.00,4.80,4.81,65.20
21.47.16.666,312.00,4.79,4.80,65.30
21.47.16.679,314.00,4.80,4.81,65.30
21.47.16.692,312.00,4.80,4.81,65.20
21.47.16.705,312.00,4.79,4.80,65.10
21.47.16.718,314.00,4.80,4.81,65.30
21.47.16.731,314.00,4.80,4.80,65.50
21.47.16.744,314.00,4.80,4.80,65.40
21.47.16.757,314.00,4.80,4.81,65.30
21.47.16.770,314.00,4.80,4.81,65.30
21.47.16.783,314.00,4.80,4.80,65.50
21.47.16.796,314.00,4.80,4.81,65.30
21.47.16.809,314.00,4.80,4.80,65.40
21.47.16.822,314.00,4.80,4.81,65.30
21.47.16.835,314.00,4.80,4.81,65.70
21.47.16.848,312.00,4.80,4.80,65.10
21.47.16.861,312.00,4.80,4.81,65.30
21.47.16.874,312.00,4.80,4.81,65.10
21.47.16.887,312.00,4.80,4.80,65.10
21.47.16.900,314.00,4.80,4.81,63.70
21.47.16.913,322.00,4.79,4.79,66.80
21.47.16.926,950.00,4.32,4.35,236.00
21.47.16.939,312.00,4.80,4.81,65.00
21.47.16.952,302.00,4.81,4.82,62.80
21.47.16.965,302.00,4.80,4.81,62.50
21.47.16.978,304.00,4.82,4.82,63.10
21.47.16.991,302.00,4.82,4.82,62.60
21.47.17.004,302.00,4.80,4.81,62.40
21.47.17.017,302.00,4.82,4.82,62.80
21.47.17.030,302.00,4.81,4.82,62.40
21.47.17.043,302.00,4.80,4.81,62.50
21.47.17.056,302.00,4.82,4.82,62.60
21.47.17.069,302.00,4.81,4.81,62.70
21.47.17.082,176.00,4.81,4.81,35.40
21.47.17.095,68.00,5.00,5.00,14.20
21.47.17.108,68.00,4.99,4.99,14.00
21.47.17.121,68.00,5.00,5.00,14.00
21.47.17.134,68.00,5.00,5.00,14.20
21.47.17.147,68.00,4.99,4.99,13.90
21.47.17.174,68.00,5.00,5.00,13.90
21.47.17.187,68.00,4.99,4.99,13.90
21.47.17.200,72.00,5.00,5.00,13.90
21.47.17.213,72.00,5.00,5.00,13.90
21.47.17.226,68.00,4.98,4.99,14.00
21.47.17.239,68.00,5.00,5.00,14.00
21.47.17.252,68.00,5.00,5.00,13.80
21.47.17.265,68.00,4.99,4.99,14.10
21.47.17.278,68.00,5.00,5.00,14.10
21.47.17.291,68.00,5.00,5.00,14.00
21.47.17.304,68.00,4.99,4.99,13.90
21.47.17.317,68.00,5.00,5.00,14.00
21.47.17.330,68.00,4.98,4.99,13.90
21.47.17.343,68.00,4.99,4.99,14.10
21.47.17.356,72.00,5.00,5.00,13.90
21.47.17.369,68.00,4.99,4.99,13.90
21.47.17.382,68.00,4.99,4.99,13.60
21.47.17.395,72.00,5.00,5.00,14.10
21.47.17.408,68.00,5.00,5.00,13.90
21.47.17.421,68.00,5.00,5.00,13.80
21.47.17.434,68.00,4.99,4.99,14.10
21.47.17.447,68.00,5.00,5.00,13.90
21.47.17.460,68.00,5.00,5.00,14.10
21.47.17.473,68.00,5.00,5.01,13.80
21.47.17.486,68.00,4.99,4.99,14.00
21.47.17.499,68.00,5.00,5.00,13.80
21.47.17.512,68.00,5.00,5.01,14.00
21.47.17.525,68.00,4.99,4.99,13.90
21.47.17.538,68.00,4.99,4.99,13.70
21.47.17.551,68.00,4.99,4.99,14.10
21.47.17.564,68.00,4.98,4.98,14.00
21.47.17.577,68.00,4.99,4.99,14.10
21.47.17.590,68.00,4.99,4.99,14.10
21.47.17.603,68.00,4.98,4.98,14.00
21.47.17.616,68.00,5.00,5.00,14.00
21.47.17.629,68.00,4.98,4.99,13.90
21.47.17.642,68.00,4.99,4.99,14.10
21.47.17.655,68.00,5.00,5.01,13.90
21.47.17.668,68.00,4.99,4.99,14.00
21.47.17.681,68.00,5.00,5.00,13.90
21.47.17.694,68.00,5.00,5.00,13.90
21.47.17.707,68.00,4.99,4.99,13.80
21.47.17.720,68.00,5.00,5.00,14.10
21.47.17.733,68.00,5.00,5.00,14.00
21.47.17.746,68.00,4.99,4.99,14.00
21.47.17.759,68.00,5.00,5.00,13.90
21.47.17.772,72.00,5.00,5.00,14.10
21.47.17.785,68.00,4.99,4.99,13.80
21.47.17.798,72.00,5.00,5.01,14.10
21.47.17.811,68.00,5.00,5.01,13.90
21.47.17.835,68.00,5.00,5.00,14.00
21.47.17.848,68.00,4.99,4.99,13.80
21.47.17.861,68.00,5.00,5.00,14.00
21.47.17.874,68.00,5.00,5.00,14.00
21.47.17.887,68.00,4.99,4.99,14.20
21.47.17.900,68.00,5.00,5.00,14.00
21.47.17.913,68.00,5.00,5.00,14.00
21.47.17.926,68.00,4.99,4.99,13.90
21.47.17.939,68.00,5.00,5.00,13.90
21.47.17.952,68.00,5.00,5.00,14.00
21.47.17.965,68.00,4.99,4.99,14.00
21.47.17.978,68.00,5.00,5.00,14.10
21.47.17.991,68.00,5.00,5.01,13.90
21.47.18.004,68.00,4.99,4.99,14.00
21.47.18.017,68.00,5.00,5.00,13.80
21.47.18.030,68.00,5.00,5.00,13.80
21.47.18.043,68.00,4.99,4.99,13.80
21.47.18.056,68.00,5.00,5.00,14.00
21.47.18.069,68.00,5.00,5.00,14.00
21.47.18.082,68.00,5.00,5.00,13.90
21.47.18.095,68.00,5.00,5.00,13.70
